输入,预期输出,实际输出,结果
24小时到达，全是废话空话假话。。。搞到后来都没有了,1,1.0,正确
24小时去日你妈啊,1,1.0,正确
24小时后，没有退给我，我就打电话投诉你……上次那个妹子，我忘了截图，忽悠我一周，气愤,1,1.0,正确
24小时啊，这不操蛋呢吗,1,1.0,正确
24小时回复，48小时短信。去死吧,1,1.0,正确
24小时回复有个屁用,1,1.0,正确
24小时回复，说提好听，48小时都过去了，连个屁都没有,1,1.0,正确
24小时坑定又是忽悠我,1,1.0,正确
24小时，太坑了吧。,1,1.0,正确
24小时？？？妈的，我半个多月的返修还要等24小时？？24分钟内，一定要给我电话！！！！！！！！！！！！第四次要求！！！,1,1.0,正确
24小时就是扯淡的,1,1.0,正确
24小时尼玛b a,1,1.0,正确
24小时，尼玛给你们48小时够不，我退货行不,1,1.0,正确
24小时尼玛都休息了，也来联系？,1,1.0,正确
"24小时左右, 那要你消个屁哎",1,1.0,正确
24小时，我已经被你们这所谓的24小时欺骗过几次了,1,1.0,正确
24小时，我等一星期了，别忽悠人好哇,1,1.0,正确
24小时。是付款时限。到时候你回复我了。我也付不了款了。还有个屁用啊。,1,1.0,正确
24小时是忽悠人？什么需要系统确定？,1,1.0,正确
24小时是怎么计算的？从这一分钟开始起？昨天的不算？扯淡扯大了吧！,1,1.0,正确
24小时有个屁用 啊,1,1.0,正确
24小时给我答复，你们这是扯淡？,1,1.0,正确
24小时，老子天天来问，你们个个都是这样忽悠的,1,1.0,正确
24小时老子等不了，等到了，巻也要过期了,1,1.0,正确
24小时自动取消了，奶奶的，,1,1.0,正确
24小时 茶都凉了 滚蛋,1,,
24小时，要你发个屁啊,1,,
24小时贵宾客服都要有人这是你们自己的规定 你却说每人不是在胡说八道是什么,1,,
24小时过后都是22号了，跟你们承诺的18号相隔几天了？我可以去消协投诉你们涉嫌欺骗消费者吗？,1,,
24小时，过来了就已经失效了，再说还要等24小时，我那边收货地址，别说两天了，你们用的那个什么安达信5天还送不到，。更恶心人,1,,
24小时还他妈回复个屁用啊,1,,
24小时 这是忽悠人吧,1,,
24小时都是忽悠人了,1,,
24小时都过了    你们怎么这样 天天忽悠,1,,
24小时，马航上的人都死光了,1,,
24就拿走了，到26有病呀？就在上海还要3天？,1,,
24日你妹,1,,
24日就这个显示，现在还是这样，不欺骗还是啥子,1,,
2521903325-59097616:44:48您的回复 你们都杂种，全家死光 2014-06-14 14:52:08 京东客服回复 尊敬的客户，您好！此单商品人为损坏无法进行正常保修，您可将商品返至附件酷派售后维修点咨询。感谢您的反馈，谢谢！ 2014-06-14 14:32:16 您的回复 京东真不要脸，强卖还说是人为损坏，幸好快递员可以做证，这种霸道的商家请早点关门， 2014-06-14 14:07:26 京东客服回复 您好，商品人为损坏无法进行正常保修，可将商品返至附件酷派售后维修点咨询能否进行付费维修，感谢您对京东的支持！祝您购物愉快！谢谢！ 2014-06-13 18:21:00 您的回复 拒收，不接受强行买卖，退钱， 2014-06-13 12:23:31 京东客服回复 您好，此单人为造成，只,1,,
2591号客服刚才联系过我，服务态度极差，不可理喻啊！我一定会让媒体来曝光这件事的，让大家知道在天猫购物放心得多！！！京东欺骗消费者！！！,1,,
259买的，质量不如100块的，垃圾货,1,,
259 四件套，价格根本没变化，这不是忽悠人吗,1,,
25号不就是昨天，老子都在外地几天了，你托梦提现吗,1,,
25号就出仓库.现在都18号了.用乌龟送也送到了吧,1,,
25号拍的哦你东西到现在都没到 问她她说刚追过 我去他大爷的 我特么是傻逼啊 问的时候你刚追过 我没问的时候人都死了么？,1,,
25号晚上也是显示现货的时候 成功下单的呢！！！显示等待出库！然后26号早上查就给老子变成预定了！！ 然后找你们9736！他说一个星期内会到货发出！然后27号早上才了出库！！！还以为你们的办事效率那么高呢！！结果到了下午5点查！竟然又给我从出库变成预定了！！！,1,,
25号晚上也是显示现货的时候 成功下单的呢！！！显示等待出库！然后26号早上查就给老子变成预定了！！ 然后找你们9736！他说一个星期内会到货发出！然后27号早上才了出库！！！还以为你们的办事效率那么高呢！！结果到了下午5点查！竟然又给我从出库变成预定了！！！现在查竟然有变成现货 正在出库了！！！！是不是下午又要给我变预定啊！！！,1,,
25号? 有病吧。。。这么点路 要等到25号,1,,
25号的订单！29号了！还是走的航空！妈的！这速度！和京东简直没的比啊,1,,
25号返还有屁用,1,,
25日投诉百般抵赖说没有，26日说要核实，27日说有活动日期不对，你们玩的是哪一出呀,1,,
25日的事情非他妈的拖到26日吗,1,,
2677 见一次 投诉一次， 气死了,1,,
26800208 这个服务单号不是我操作的,1,,
26号到福州。我拒收了。退给你们。因为你们同一款商品价格比这个低。我选择另外一家买。结果。昨天另外一家说我定的没货。。气死人了,1,,
26号取走件，今天1号，还没收到退款，老子忍了这么多天不讲粗口,1,,
26号就tmd 不见网站了,1,,
26号？我去你大爷啊? 什么破ems 送个手机得一个星期,1,,
26号拍下的 ?现在第八天 ?今天就能给我送到货了 ? 昨晚我看商品信息更新了才发现我被忽悠了,1,,
26号支付 你麻痹你眼瞎了,1,,
26号收的机，还没发回去广州售后，你他妈的,1,,
"26号显示抢到,马上到账户里去找,没有,两点抢卷连接,显示你已参加此活动不要贪心,现在是tm的谁贪心啊,我操你们祖宗八代的啊",1,,
26号晚上我在红星二锅头那边抢秒杀  他那边没放货 搞得我等了两个小时 咨询过你们客服 你们客服说让商家联系我 到现在不联系 刚才找他还不承认 说要核实  问多长时间还不确定 这不是欺骗我们消费者啊,1,,
26号的东西  今天都4号了  这不是坑爹吗  垃圾jd啊,1,,
26号的单  你麻痹 不发货 不退款什么意思？,1,,
26号的订单到现在也不发货也不退款 京东倒闭了吗？,1,,
26号的订单 知道1号还没发货 申请了退款，知道现在，不退款不发货 操你吗,1,,
"26号第一天就领到卷,然后等了n久账户里也没有,客服说2天能查实解决,这tm3天了p都没解决就一句继续关注,我关注你们祖宗八代的",1,,
26号至今没有发出来，只是快递那边做了收件，实在忽悠人,1,,
26号还在忽悠我,1,,
26日取件，3月5日寄出，8天才寄出，这8天放假了？还是人都死光了？,1,,
274056197 17:25:07 我扫条码竟然没有。是假货？ ,1,,
"274442202_m22:54:47反馈有个屁作用啊274442202_m22:54:58我都反馈好多次了消息:反馈有个屁作用啊 发送失败,请稍后再试!",1,,
2780， 你只是一只脑残！你妈这只鸡女，被狗干死啦！,1,,
27元运费，是个小事，欺骗消费者的行为太可耻,1,,
27分钟了你干什么了除了废话你干什么了,1,,
27号下单  还不发货   我干你妈也不要怎么久时间阿姨,1,,
27号下的单 28号显示的发货 昨天晚上我看了一眼 物流动都没动 我问客服 客服说今天问完给我留言 今天给我打电话 告诉我里面的一件灰色t恤没货了 尼玛玩我呢,1,,
"27号也说发了.是真发了吗???根本就是在弄虚作假,,欺骗顾客",1,,
27号到现在基本每天都联系你们，每天都被你们忽悠，我现在真怒了。,1,,
27号寄的货现在还没有到，叫什么快递，垃圾快递,1,,
27号就收到了 他妈那边,1,,
27号 ?我日你大爷,1,,
27号的单 用乌龟押运也快到了 晕死,1,,
27号的订单都到了，23号的还没到，以后我的订单再叫韵达快递的话，我就退单，tmd叫王八都背到了。,1,,
27号那个订单退款也是因为你们的垃圾造成的,1,,
27日到今天多少天了你们给的快递单号没有任何的信息，难道你们在欺骗用户吗,1,,
2802 ?你们这个客服是不是有病啊，我问她什么，她什么也不知道,1,,
2839号，你也一起做畜生吧！！！！,1,,
2853跟我说她是部门经理 可没说是值班经理 为什么还要欺骗,1,,
2878169980120161689 ?户头是叫余丽珍，我妈妈的户头，把钱打到这个帐号上,1,,
2888买的，没有用就有问题，我没有退货还换货，你们不给换也太坑爹了,1,,
2888是带显示器价钱而你不带不是 误导人购买是消费欺骗,1,,
288元的价格买的，今早我来一看188元，一下将了100元，这不是算欺骗顾客吗？,1,,
288卖件商店几十块的裙太坑人了,1,,
2895 老子截图给你领导就是了,1,,
28号11点到达售后，这是不忽悠我们消费者的吗？,1,,
2-8号上班第一天我解锁订单，并且催促卖家发货。】【在催促的过程中卖家天天告诉我7天内发货，我操你妈，老子就想知道，7天内发货，发货时间一共有7天，为什么正好在第7天才给老子发货。】【刚才是用“7天内发货”来堵我咨询。等过了7天，又用“给老子打电话不通”我操你妈，老子电话是24小时开机，京东客服给老子打就通，他们就不通。】【等这段时间一直催客服发货，但是还是一直不发货，客服不知道死到什么地方了。】【直到到现在，网上填写假的快递号，1周了没有更新快递信息，这样的流氓公司。如何处理？】【一直到2月14号才发货，但是发货一直2月17号，订单一直无更新。老子想问问这逼公司到底想干啥。】【我操妈，给老子投诉1万次。快一个月了，货一直没有结果，你们京东问问这个逼商家干什么？？？？？？？？？】,1,,
"28号到30号,两天时间,裤子一直有货的,他们商家干嘛去了????今天还是我等不及了,联系他们客服才跟我说的,卧槽",1,,
28号到现在一直忽悠、,1,,
28号就说已经打包好了 ，到了几天还他妈的在广州 什么意思啊,1,,
28号当天晚上我就打电话了 还审核个屁啊,1,,
28号的订单，也不送货?申请退款还说我收货了?今天下午6点前还不退款回来，老子弄死你们。,1,,
28号送达我手上  到现在都还没货 再次欺骗我们消费者,1,,
2997元的东西收我3304，你们不是欺骗吗,1,,
29元    我砸她290让她被我骂有病您问她行不行,1,,
29号下单，30号就出库了。结果我再一查，什么狗屁?您的订单由于送货时间未到不能出库,1,,
29号下单，30号就出库了。结果我再一查，什么狗屁?您的订单由于送货时间未到不能出库得，接着等。 ?今天又显示已出库，都发到武汉10号仓了，都发出来了。。晚上又显示?您的订单由于送货时间未到不能出库,1,,
29号也他妈告诉我三天内送达,1,,
29号就已经到底在普宁站，为什么到现在还没有进行配送，前3天你们给我查询东西在那有屁用嘛，我想知道是什么时候安排配送,1,,
29号就给我发货了妈的 但是单号,1,,
29 号就跟老子说在打款,1,,
29号已经退款处理了 也根本没发货的 这是卖家看我退款故意糊弄我的假物流单子 你要我说几次 不看人打字吗 机器吗 垃圾客服 你工资白给的吗 麻烦您你仔细看看我最前面2段话,1,,
29号的订单啊！你们是不是太忽悠消费者了？,1,,
2a是什么意思，还是你们在忽悠消费者啊,1,,
2b客服，吃屎去吧，这点事都解决不了，吃干饭的？要你做客服有毛线用,1,,
2。上次用0527这电话打给我的什么高级专员更不行，根不把客人当回事（原来叫高级就是忽悠和恐吓客人的，感觉像黑社会），公司好好查查他是怎么当上高级专员的！,1,,
2、不接受在得到正式道歉和赔偿之前寄回假货,1,,
2个不同的 神火电筒 ?为毛用一样的测试图片啊,1,,
2个多月了，不能这样忽悠我们消费者的,1,,
2个多月了，还在运返途中，我操你妈的老骚p！！！,1,,
2个小时 他说的都是废话,1,,
2个工作日？你们真会忽悠,1,,
2个工作日......，活动都结束了你们补发个屁呢,1,,
